ID,Restaurant Name,Image Source,Discount,Restaurant Link
115,Broaster Chicken,https://images.deliveryhero.io/image/stores-glovo/stores/1e215ba69b8e6615f64f9b47dd2ceac9da92984b5dd28621745ab66b7ec22d06?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-15%,https://glovoapp.com/ro/ro/cluj-napoca/broaster-chicken-clj/
116,Dopamine,https://images.deliveryhero.io/image/stores-glovo/stores/362df726d65d8dcc45827a68e9440101be40dbecd6984a10cf80d7c05315fbbc?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/dopamine-clj/
117,Rigatoni Pasta Bar,https://images.deliveryhero.io/image/stores-glovo/stores/072d3100b5814e53e28fc82cbc328d9f5cdd16b30f77150c03fd4d73eecd01f1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/rigatoni-pasta-barclj/
118,Nutriento,https://images.deliveryhero.io/image/stores-glovo/stores/d5bd7531aafd0b46126abe6058828e9a4296076bdd366457f146f159c15f50e1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/nutriento/
119,Pizzarelli Pizza Bar,https://images.deliveryhero.io/image/stores-glovo/stores/eae5ab84b16a30043d037c4268e106a09d5b005a0b20b2c25c94cfac30e3a18b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/pizzarelli-pasta-bar/
120,The Crunchery,https://images.deliveryhero.io/image/stores-glovo/stores/235f5d588ec6b80dee52edd0edb19198141d1ba4929e03b169f8000bb670e8f4?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/the-cruncheryclj/
121,Art Of Sushi,https://images.deliveryhero.io/image/stores-glovo/stores/da646805c667066f4ee73614488d6d3d2bd0476a7e3ef1b8889ea8e8c7947938?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/art-of-sushi-clj/
122,Zoomserie,https://images.deliveryhero.io/image/stores-glovo/stores/c4a8f7c71fad809f994f193007933da1a8ebcf0807777cdf1646b7d9a6000102?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/zoomserieclj/
123,Mastro Impasta,https://images.deliveryhero.io/image/stores-glovo/stores/360c3021dedd80a909ad2ba827d7e8a17739855217d953b29ece62a019e7feb9?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/mastro-impasta-clj/
124,Family Republicii,https://images.deliveryhero.io/image/stores-glovo/stores/d7f084a588184c2aa57a9ecba227efdea2cfc6ec6b6a63477f1f5067db750e8d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/bistro-betaa/
125,Shenyang,https://images.deliveryhero.io/image/stores-glovo/stores/54267d544da1caf36e59678bf623f69794d135071350ffa2a6ac7aa1fb676f9d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/shenyang-clj/
126,Restaurant Transilvania,https://images.deliveryhero.io/image/stores-glovo/stores/9b0e93adc0ae839ca36bb06c902cee611cd2c117064d4493755ce1b201000856?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-transilvania-cluj-clj/
127,Damas Arabic Food,https://images.deliveryhero.io/image/stores-glovo/stores/463280a14036033d5ba6039fb558ff381c4abaec4fc285fa0074ac93b0d9945f?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/damas-arabic-food-clj/
128,Delissima Bakery,https://images.deliveryhero.io/image/stores-glovo/stores/7259390b419ef018f2f2c0f890081dccb1472bb7f953c688889eb1863b67d82b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/delissima-bakery/
129,Wok'n Roll,https://images.deliveryhero.io/image/stores-glovo/stores/1066bbc01a439fdf5323fb3057b57b074c33bf120b0df59184db9dce0f73c6d1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/wok-n-roll-clj/
130,Shaormeria Baneasa,https://images.deliveryhero.io/image/stores-glovo/stores/aa3792d2fcd12ec7f11356aee9756067968009ebf05fdde0980f9ec0693362c0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/shaormeria-baneasa-clj/
131,Lunchbox Marasti,https://images.deliveryhero.io/image/stores-glovo/stores/65f056bdf99d60e7ecca4d05337cf0c1fe7f084d88912c48662525078dac1f96?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/lunchbox-marasti/
132,Buzz Food Spot,https://images.deliveryhero.io/image/stores-glovo/stores/5b5136811b1edf29edc7bf21de263de065d3c701e1a6b0c495eb55c42ff7f9a5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/buzz-food-spotclj/
133,Selgros Pauza Mica,https://images.deliveryhero.io/image/stores-glovo/stores/fa1a18abd12d4d72e1f2ea9a11d9dd5bb5d33c4a5b1e1bb892cedd60a587c4a6?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/selgros-pauza-mica-cluj-clj/
134,JB Burger Delivery,https://images.deliveryhero.io/image/stores-glovo/stores/6335da6e670c02e848127abe199f3978ec5fb800f3e12a51a521dc3a123146d1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/jb-burger-delivery-clj/
135,Crispy Box,https://images.deliveryhero.io/image/stores-glovo/stores/2bb7e6d11e9e08a617a48c79975336aefc3af1fc1b08b9dbad3a43fa82e2a68e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/crispy-box-clj/
136,New York Bagels,https://images.deliveryhero.io/image/stores-glovo/stores/a9cf003610245140dc68b16446ba1f83d8f3cfcb30a591ae9e07da54955e75cd?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/new-york-bagels-clj/
137,Focco,https://images.deliveryhero.io/image/stores-glovo/stores/6db3861df7e21a84fced65823dce3e8cabb4552c3950fd75ccfce4328979cfd9?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/focco-clj/
138,Casa Tarancutei,https://images.deliveryhero.io/image/stores-glovo/stores/67fb9ea80750cbe4c296cdd2cc5d9bc0181098080f92d609d489cfcae77af93c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/casa-tarancutei-clj/
139,Restaurant Agape,https://images.deliveryhero.io/image/stores-glovo/stores/8d2da38d8864dd37acf512941374ecd3daa2400c00f7a45df9a92eb39ef05222?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-agape-clj/
140,Apartament 1 Bistro,https://images.deliveryhero.io/image/stores-glovo/stores/ae248a35efbc9aa1c3d37c973d6939daf2ad99cd19b2cfe090e09b1cf437846c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/apartament-1-bistro-/
141,Cofetaria Arta - Atelier de Dulce,https://images.deliveryhero.io/image/stores-glovo/stores/214ce150793a59f46d024e7f00055030d0f095cbc5edd5428ba503a45aff4894?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cofetaria-arta-atelier-de-dulce/
142,"Cofetariile ""La Creme""",https://images.deliveryhero.io/image/stores-glovo/stores/c3160296e3f5971a5d85aa5e497bc6e20cf4363890b217bb563924d8d8faa457?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-creme-clj/
143,Restaurant Hera,https://images.deliveryhero.io/image/stores-glovo/stores/f061e0d1e03048d4349d6d8a8d214cb5f85ea9cabcd8591ae49dfb671506ed6a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-hera/
144,Fusion Box,https://images.deliveryhero.io/image/stores-glovo/stores/c801cbc3a1799c4503b4d2dd1b5fe11effac0a2d865058e21f5972a63f06fd33?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/fusion-box-clj/
145,Double Cheese - Floresti,https://images.deliveryhero.io/image/stores-glovo/stores/902431d5b8c39cf56628cf80fcae1161252c10ea1ff8ffdb6240672d21dcf52f?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/double-cheese-floresti-clj/
146,Victor. Fresh to Go,https://images.deliveryhero.io/image/stores-glovo/stores/3b536a5bf6318056d7b30279ded40990af00829a5a43cd03d8faff12f3766fe2?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/victor-fresh-to-go-clj/
147,Gelu Covrigelu,https://images.deliveryhero.io/image/stores-glovo/stores/baf0bddab4f68a3db83accf2811d1636475b689b79277fb35937573dd3567ca0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/gelucovigelucj/
148,Fornetti,https://images.deliveryhero.io/image/stores-glovo/stores/d2f961924bfc457ea27012f5aa1d70ea221a518118f60aa90fea1e33ee642f05?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/fornetti-ro/
149,Gemellini,https://images.deliveryhero.io/image/stores-glovo/stores/f8448140e22f8509c0c98ba5cce475b62503023ce7bb582ceacc7e53b86762c4?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/gemillini-clj/
150,Donuterie,https://images.deliveryhero.io/image/stores-glovo/stores/f411e1b8844887f379a76ea5d88beaf9010510134e696cf4e365864dfc2ee240?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/donuterie-clj/
151,Crypto Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/b6b887c28bc1e9e40b339269ced847885b08069962814d8aec2396a4bab771ef?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/crypto-pizza/
152,Italian by La Tina,https://images.deliveryhero.io/image/stores-glovo/stores/5e177f05dc35c7fbbbce6a95674d22e6b359406c4a1b5b8b14acbccf6fe4dae1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/italian-by-la-tina-clj/
153,Ronin Sushi,https://images.deliveryhero.io/image/stores-glovo/stores/2dfc97b6874d63836a6f55353088639a6c67b9b77e3ae8e25fb8ee5849a8ffb5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/ronin-sushi/
154,BerryMania,https://images.deliveryhero.io/image/stores-glovo/stores/912bc950f5e6656fd4bb992e827e415b1b59fe69624301c50123e462f067b519?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/colors-bar-fresh-clj/
155,Crunchy Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/70f1d07d33feb1df69ed02d3d8065280e3256e73f27d719c94e1494419fc48c1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/crunchy-pizzaclj/
156,Lemnul Verde,https://images.deliveryhero.io/image/stores-glovo/stores/3db522d0c1878995bc4363d203561b28e8951a903cebfde68e89c13b29d1f522?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/lemnul-verde/
157,Crispyteria,https://images.deliveryhero.io/image/stores-glovo/stores/0e3edfb46bf979f6c0a3350649fddd064e6bf44e318dc45a4826755d2153f3bd?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/crispyteria-clj/
158,Mates Delivery,https://images.deliveryhero.io/image/stores-glovo/stores/ff20eb3e5d26ad40bb99b42d5d8ebbe934e061b97982759fae7d28227b1bbaf7?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/mates-delivery/
159,The Masters,https://images.deliveryhero.io/image/stores-glovo/stores/368a6cc3bd2355ee4f85e012dce84de382c8ac2268eb4de2801d14c80f12d4c5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/the-masters/
160,Bistro Sorriso,https://images.deliveryhero.io/image/stores-glovo/stores/50e26c86ae65e2a5352b0751401fa7037db869525bea13a15c411006d912d8f5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/bistro-sorriso-/
161,Jogo Cafe,https://images.deliveryhero.io/image/stores-glovo/stores/b188170fc15ff13c296187ba93e438ba255f835105dc20742988b79e1defe526?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/jogocafe/
162,Healthy & Tasty By Laura,https://images.deliveryhero.io/image/stores-glovo/stores/a9a727f315d0450a23334ac7f043fbe76ab140078b96da77ba0eebeea6b90761?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/healthy-and-tasty-by-laura/
163,La Casa Delivery,https://images.deliveryhero.io/image/stores-glovo/stores/7fc5dbbe6639e1fbbe35daca1bfc4f60556bf2227e3d61253a8fd12632b04252?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-casa-delivery-clj/
164,Băcănia Bolloga,https://images.deliveryhero.io/image/stores-glovo/stores/69b8e13a656b9a98eefb7331641748c890bd9d1e98d14086572caec93826be3e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/bacania-bolloga/
165,Gustador,https://images.deliveryhero.io/image/stores-glovo/stores/8295ac4a5130770a553f1793c64f3fc86a16478457bdfb81fc1b43d3497b825c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/mac-lewy-clj/
166,Hi Sushi,https://images.deliveryhero.io/image/stores-glovo/stores/3545246b6e0fd1210f3ee7b8ea7246aa34cc27018eb7c062aa338f2ae184230e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/hi-sushi-clj/
167,Pizzeria Papavero,https://images.deliveryhero.io/image/stores-glovo/stores/d43900b0a1ea1a2900630dac82789b92f3d632769138046a9eccd1c80c22f496?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizzeria-papavero-clj/
168,Papanash,https://images.deliveryhero.io/image/stores-glovo/stores/2e928a52717eeaf048e76c984f0a79b485910c5c8e723c9d819f3325e303ed62?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/papanash-cluj/
169,hei gastro,https://images.deliveryhero.io/image/stores-glovo/stores/87cf599d33f81164fc117e63e2b9923abff3c681787adc35b880606c44c9070a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/hei-gastro-clj/
170,Restaurant Phoenix,https://images.deliveryhero.io/image/stores-glovo/stores/b5209a604175339c750f1abd3c19c403dfe267a6e886aa8a12bef71405162acd?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/restaurant-phoenix-clj/
171,La Casa Restaurant,https://images.deliveryhero.io/image/stores-glovo/stores/0abffb43464649a9a36efb8a8aaf070d8d6c5714cc9c29d045ba38773aa36736?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-casa-restaurant-clj/
172,MEATBALLS,https://images.deliveryhero.io/image/stores-glovo/stores/8f9ca276ff3e5a7293ef39eccbc0da0320b1ba9c55cae54f101bdd3a2889b6b7?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/meatballs-clj/
173,Trattoria Sapori,https://images.deliveryhero.io/image/stores-glovo/stores/ff4c9e28e988f20482e7778cc5608a74f2937e7dcf777ece4fdc17e7061609bb?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/trattoria-sapori/
174,Meniul Zilei By Papaland Central,https://images.deliveryhero.io/image/stores-glovo/stores/0c57a415a35259463655ac6e0aab58691be4ed49e85e1d0cccd2a72485a69a79?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/meniul-zilei-by-papaland-central/
