ID,Restaurant Name,Image Source,Discount,Restaurant Link
55,La Tina,https://images.deliveryhero.io/image/stores-glovo/stores/191b4e0321e9db0d4e8da0ed8e6c8996000a69cdfd9fcf1a366c7add2c242c6c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-tina-clj/
56,The Classic,https://images.deliveryhero.io/image/stores-glovo/stores/d15ba287d421a86ffe82fba698d354810439ec207d6970d616b595be1ad28c12?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/the-classic-clj/
57,London Brothers,https://images.deliveryhero.io/image/stores-glovo/stores/eb2225055ce2950a33a7794743dce4e9b010a725a8f58c866da275311a791633?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/london-brothers/
58,Garlic,https://images.deliveryhero.io/image/stores-glovo/stores/cb49e72419c40d30496c438f00e710ff54f8635199eff7ba2d24fa6a89e4a23b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/garlic-clj/
59,Verro Kitchen,https://images.deliveryhero.io/image/stores-glovo/stores/16fe8d0f03ec6162bba7f5014996b8ff5007955c886320e61ac7fe04c9740966?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/verro-kitchen/
60,Bussola,https://images.deliveryhero.io/image/stores-glovo/stores/e18b9a8258d326aa639a91ac25bf1403e1191d1e7260452410624a486d1c5822?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-25%,https://glovoapp.com/ro/ro/cluj-napoca/nomad-iulius-mall-clj/
61,Eggo,https://images.deliveryhero.io/image/stores-glovo/stores/97eb360ce17ae446001c2b6c4b2e773f44cd0ba306528b8c7a2a800bbff55472?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/eggo/
62,Pablito,https://images.deliveryhero.io/image/stores-glovo/stores/304cd11929377e4e88edbdf084c513103ae6261368a998a3c99fefb17da674fb?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/pablito-clj/
63,Tucano Coffee,https://images.deliveryhero.io/image/stores-glovo/stores/2401ecd888bc66ec4d7d4da6f3964ba56ca50d18058fa8079b88c88d4dc0b670?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/tucano-coffee-cj/
64,Pasta La Vista,https://images.deliveryhero.io/image/stores-glovo/stores/189147a0797ec8ad559544e5d7de8389ffbfe578d9a9f9d229f4307724242dd0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pasta-la-vista-clj/
65,Sushi Cluj,https://images.deliveryhero.io/image/stores-glovo/stores/2e624c6ae940694bed7ef365a53b3ffd94ea86d9b7c162fab5a8396efb3a5376?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/hello-sushi-by-sushi-cluj-clj/
66,Ciao Ragazzi,https://images.deliveryhero.io/image/stores-glovo/stores/e6cd21682b8a9fa36e3ebef7820113bddd879744810ecc98ca11cf7a83fa8915?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/ciao-ragazzi-/
67,Pokka,https://images.deliveryhero.io/image/stores-glovo/stores/35dcb96d20dad02e69f7f7236a22aa6b84edeb102a604975fce30933e8f3180d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pokka/
68,Rosa Pizzerie,https://images.deliveryhero.io/image/stores-glovo/stores/f372dcfb891328667a6a065ebdd153be4bef781e0895c86115f9c9999e538998?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/rosa-pizzerie/
69,Nordsee,https://images.deliveryhero.io/image/stores-glovo/stores/d0ba3d48727198bf18e3638937d12ece89a3dfb1c5900c05f617d350f5e54a91?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/nordsee-clj/
70,Power Fresh Food,https://images.deliveryhero.io/image/stores-glovo/stores/5787ad56ef0b8805f4a75cbcfcb3bb9b230723616db4e9583e65abe7a48e6ad7?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/power-fresh-food/
71,Burger House,https://images.deliveryhero.io/image/stores-glovo/stores/cb4ac0a8a7c780d3f8c68ed96f0474aba1a5b360f3b5e10ca72767af5b36d9c5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/burger-house-flr/
72,Meniul Zilei by Papa Land,https://images.deliveryhero.io/image/stores-glovo/stores/7a90dc28be9a86dae9f6d600021671111d8bcfc2dbf6a9044a9fe4a77175f2d6?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/hanul-din-ardeal-clj/
73,Pizza Dallas,https://images.deliveryhero.io/image/stores-glovo/stores/77e68c28827029387dabca832355c1716ca05de13dce6c6e33bf0c140ad04b6e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/pizzeria-dallas-delivery-clj/
74,Moldovan Bistro,https://images.deliveryhero.io/image/stores-glovo/stores/7081ebf0237282532d754932403a2fbca0bc4242aaae541e5a2ba54bf7d53dd1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/moldovan/
75,Pep & Pepper,https://images.deliveryhero.io/image/stores-glovo/stores/de1dd1784728093b9da56bb9afecc4336dc436797f89b153fa6597664cce1567?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pep-pepper-clj/
76,Thessaly Greek Taverna,https://images.deliveryhero.io/image/stores-glovo/stores/556146082afbc92cd9f3ab62162943c9f84b1de5c3e9c5f49f647fca70bc607a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-10%,https://glovoapp.com/ro/ro/cluj-napoca/thessaly-greek-taverna-clj/
77,La Ayan,https://images.deliveryhero.io/image/stores-glovo/stores/552fd44edbf2707c15f07900d81d225616a72f16c023fcab747e362a5214e9c8?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/la-ayan/
78,VegEatUp!,https://images.deliveryhero.io/image/stores-glovo/stores/9c9759d9f7a1869e4627fb4e1f926c5ec9e2f92d7a5823126f5421e67b6c638c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-30%,https://glovoapp.com/ro/ro/cluj-napoca/vegeatup/
79,Poco Loco - Floresti,https://images.deliveryhero.io/image/stores-glovo/stores/122987997702c9c053423f3f81664c452f5455bdac6b9fa6c13e0aed3235e68b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/poco-loco-floresti-clj/
80,Bistro Engels City,https://images.deliveryhero.io/image/stores-glovo/stores/731392794225096d001be2010eef5783f09413a4962ab105b0e8eec87bdbbe93?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/bistro-engels-city-clj/
81,Gentlemen's - Bistro & Sports Bar,https://images.deliveryhero.io/image/stores-glovo/stores/d5b7c5c128a13d31368fad55b236eabc3366ca797c898bbe3130962c48b5f616?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/gentlemens-bistro-and-sports-bar-clj/
82,Hanul din Ardeal,https://images.deliveryhero.io/image/stores-glovo/stores/8af64c17c40c55b6b63f13419e605f3c885387b4670874c54b922428cfadaeeb?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/hanul-din-ardeal-floresti-flr/
83,Gandhi,https://images.deliveryhero.io/image/stores-glovo/stores/c27bf451a4195e16b952c1ea7ed791fef5e8860eea47c96277daf3e033a7db0b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/gandhi-1/
84,Yep 'N Yo,https://images.deliveryhero.io/image/stores-glovo/stores/d50f085de022f13a899f872aad9a44b9d38ed449ce7b22d262891e3748c9b61b?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/yep-n-yo-cluj-napoca/
85,Perfetto Pizza Italiano,https://images.deliveryhero.io/image/stores-glovo/stores/7b9c4c609c55d0c8cbe4bce593d3e5be5198417bf855ffb43eb55be55d3af0de?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/perfetto-pizza-italiano/
86,Crama Haiducilor,https://images.deliveryhero.io/image/stores-glovo/stores/0d37788d68c241d89cf136537aa02b535cc33ce5605c0e311f1cccb3f48a113f?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/crama-haiducilor/
87,Znob Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/5581214bc9a48d01108872d5e8032d19f413457a85eab7063c309f893aba6ec6?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/znob-pizza-clj/
88,Pizzeria Venezia,https://images.deliveryhero.io/image/stores-glovo/stores/38d6a8ec4bac9d7125f3b8e2dcf0c18670f0c7cce8ee06a414060bd00e37e5c0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizzeria-venezia-clj/
89,Pizza Pazza,https://images.deliveryhero.io/image/stores-glovo/stores/a54806f81f32455788d5f54d73b5ca08e872cebd40fc6d78a454895147737650?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizzapazza-clj/
90,Jabbar Kebab House,https://images.deliveryhero.io/image/stores-glovo/stores/08d2e59d98eb11876f8df40774f87795a20be5520d7f21c2f2641a78996d7aeb?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/jabbar-kebab-house-clj/
91,Döner & Shawarma by Sultan,https://images.deliveryhero.io/image/stores-glovo/stores/2847bcf995d575ee4bad90f9cac1586940f29e67ac93318fd303946d358970e1?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-20%,https://glovoapp.com/ro/ro/cluj-napoca/doner-shawarma-by-sultan/
92,Pizza Piemonte,https://images.deliveryhero.io/image/stores-glovo/stores/d5f9d5c85edfe3524ed9e0eae3ebc409f6340c9afd042112b0ea0bc8dc2f9cc5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizza-piemonte/
93,Chopstix,https://images.deliveryhero.io/image/stores-glovo/stores/3aa2fe403a3a81f50daff198e8b98cf93819362bd9508d0244ed67c7c3fce6dc?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-15%,https://glovoapp.com/ro/ro/cluj-napoca/chopstix-clj/
94,Frenchy Tacos,https://images.deliveryhero.io/image/stores-glovo/stores/8a6cefbd35f279e2f269b27cdfa9734f6fd56cc1d400bfc0fb7bc83d69d75f7d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-15%,https://glovoapp.com/ro/ro/cluj-napoca/frenchy-tacos-cj/
95,Sandwich Shop,https://images.deliveryhero.io/image/stores-glovo/stores/c6de3186ef41d31fd28e0339609ad59dad8b6d82c1ac1ce32c5af8f566d88bf3?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/sandwich-shop/
96,Lucky Noodles,https://images.deliveryhero.io/image/stores-glovo/stores/62b11726309a065ae625ced46198693a7caa8a137f73464d7eb7878906ef7dce?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/lucky-noodles-clj/
97,Piadina,https://images.deliveryhero.io/image/stores-glovo/stores/eeb5e9b7f72f836e62d3046dacf61035bcf0bba3c1c1c6b8689f4cba54eb450d?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/lapiadina/
98,Casa Engels,https://images.deliveryhero.io/image/stores-glovo/stores/fa52082fe55827849b4572de10a97b029025d3613a5ecb61dc020e39a9028fbf?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/casa-engels/
99,Cheesy Pasta Iulius Cluj,https://images.deliveryhero.io/image/stores-glovo/stores/655883a0a36bf1202797f092f0720e0c381d19592c267ff4c521d09981279ad0?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cheesy-pasta-iulius-clj/
100,Garlic Delivery,https://images.deliveryhero.io/image/stores-glovo/stores/908c1abce4641d7ac9812e5864251ddb6973cad2134393ef28c2fa41a4453790?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/garlic-delivery-clj/
101,Magic Coco,https://images.deliveryhero.io/image/stores-glovo/stores/5cc05c2a4cf42c7213a54a73e7705a2fc408af198e2ff3c496ba4a8016d9a228?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/magic-coco/
102,Yummy Yang,https://images.deliveryhero.io/image/stores-glovo/stores/e97aeb50cc4469287b9b318a35240a15a4fc6da6e5a217f5fa939b50155e673a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/yummy-yang/
103,Cheesy Pasta,https://images.deliveryhero.io/image/stores-glovo/stores/baabf39ff3b7c407444d451e06b402ebc387fdc85bdd021a69af80b33ae6c4d8?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cheesy-pasta-flr/
104,Boo.B Burger,https://images.deliveryhero.io/image/stores-glovo/stores/e6ae47af3799058cac697a40547419e2cba02c7fa9536653bbe226b2514999c4?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-15%,https://glovoapp.com/ro/ro/cluj-napoca/boo-b-burger-clj/
105,Napoca Pizza,https://images.deliveryhero.io/image/stores-glovo/stores/cce0f64b9bdfcc8eb04eb982a94ab549a7baaa81d2af76b6db61e7d7ca272421?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/napocapizza/
106,Papa Land,https://images.deliveryhero.io/image/stores-glovo/stores/f53bf24e1b5327b654398f0973e422eb5863f274865b530350eeb6e1868e2d5a?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pizza-shaorma-land-gara/
107,Izi Bistrot,https://images.deliveryhero.io/image/stores-glovo/stores/c0bf642239a02271cb29763dc87df209076b6ae0f683960b620b9bd77c4d7c28?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/meat-lovers-by-maricarn-clj/
108,BFF Burgers'n Fries Forever,https://images.deliveryhero.io/image/stores-glovo/stores/a399409a40891e8641dee3412c5c065fd0e40e25656ce1f603bdd7b426d06d0c?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/bff-burgersn-fries-foreve/
109,Pasta Nostra,https://images.deliveryhero.io/image/stores-glovo/stores/9719eeb5d054f8db054c579d6153c34637fab95b96b16237bef942fd75278cc4?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pasta-nostra-clj/
110,Berrak Kebab,https://images.deliveryhero.io/image/stores-glovo/stores/d95ff08a7c9b56415339fac479998453c6538cea872e5189cb51569c061f0da9?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/berrak-kebab-clj/
111,Motor Rock Bistro,https://images.deliveryhero.io/image/stores-glovo/stores/33fa3e7577204f7fdb2e5e59e7e5794674ea93597a7f7296bc4ecf935fc8fd1e?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,-15%,https://glovoapp.com/ro/ro/cluj-napoca/motor-rock-bistro/
112,Pastellini,https://images.deliveryhero.io/image/stores-glovo/stores/6e3ab9a48d76200845afd00fbfb03d77b6844dbfd6e441005051479657578561?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/pastellini-pizza-clj/
113,Cofetaria Pralina,https://images.deliveryhero.io/image/stores-glovo/stores/55f5a8e19ae1bf131fb8a11129f70d07cc4516f7ec57e669b6c8a5aaee7745d5?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/cofetaria-pralina/
114,Blidu' cu Gust,https://images.deliveryhero.io/image/stores-glovo/stores/656ba182a35b1501e4347b2107299be9b7674248fec9587dcb02e5c6cea3e995?t=W3siYXV0byI6eyJxIjoibG93In19LHsicmVzaXplIjp7Im1vZGUiOiJmaWxsIiwiYmciOiJ0cmFuc3BhcmVudCIsIndpZHRoIjo1ODgsImhlaWdodCI6MzIwfX1d,,https://glovoapp.com/ro/ro/cluj-napoca/blidu-cu-gust-clj/
