ID,Restaurant Name,Restaurant Img Src,Restaurant Discount,Restaurant Link
306,I Love Eat Delivery,https://tazzcdn.akamaized.net/uploads/cover/pizza-promo-for-two.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/i-love-eat-delivery/19510/restaurant
307,COFETARIA CHOCODOR,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_-_2023-09-29T122619.902.jpg,Bunătăți,https://tazz.ro/cluj-napoca/cofetaria-chocodor/19644/restaurant
308,Cut & Crust,https://tazzcdn.akamaized.net/uploads/cover/banner_cutcrust_1_1.jpg,,https://tazz.ro/cluj-napoca/cut-crust/19696/restaurant
309,Pasta la Vista Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/Pesto_Genovese_1.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/pasta-la-vista-cluj-napoca/19790/restaurant
310,Yep `n Yo Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/cover_yep_2.jpg,,https://tazz.ro/cluj-napoca/yep-n-yo-cluj-napoca/19903/restaurant
311,MEATinc.,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_252_1.jpg,-15% TOT meniul,https://tazz.ro/cluj-napoca/meatinc-/19915/restaurant
312,Tia lounge,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_1_12.jpg,,https://tazz.ro/cluj-napoca/tia-lounge/19948/restaurant
313,Beefy Boys,https://tazzcdn.akamaized.net/uploads/cover/cover_beefy.jpg,-30% TOT meniul,https://tazz.ro/cluj-napoca/beefy-boys/20173/restaurant
314,MASTRO IMPASTA,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_26_9.jpg,,https://tazz.ro/cluj-napoca/mastro-impasta/20241/restaurant
315,Sushi Experience,https://tazzcdn.akamaized.net/uploads/cover/cover_tazz_sushi_experience_resize.png,-20% TOT meniul,https://tazz.ro/cluj-napoca/sushi-experience/20266/restaurant
316,D`amici Pizza & Catering,https://tazzcdn.akamaized.net/uploads/cover/cober_damicii.jpg,,https://tazz.ro/cluj-napoca/d-amici-pizza-catering/20367/restaurant
317,Boo.B burger,https://tazzcdn.akamaized.net/uploads/cover/cover_44_1.jpg,,https://tazz.ro/cluj-napoca/boo-b-burger/20408/restaurant
318,BITE,https://tazzcdn.akamaized.net/uploads/cover/cover_-_2023-11-22T085825.930.jpg,-20%,https://tazz.ro/cluj-napoca/bite/20430/restaurant
319,Living Pub,https://tazzcdn.akamaized.net/uploads/cover/213409019_l_normal_none.jpg,,https://tazz.ro/cluj-napoca/living-pub/20450/restaurant
320,Bick s Delivery,https://tazzcdn.akamaized.net/uploads/cover/thumbnail_aripioare-picante_cu_sos_1.jpg,-40%,https://tazz.ro/cluj-napoca/bick-s-delivery/20602/restaurant
321,Sushi Atlantis,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_-_2023-12-06T140356.275.jpg,,https://tazz.ro/cluj-napoca/sushi-atlantis/20659/restaurant
322,New York Bagels,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2021-04-01_at_11.28.19_1.jpeg,,https://tazz.ro/cluj-napoca/new-york-bagels/4082/restaurant
323,Casa Goia,https://tazzcdn.akamaized.net/uploads/cover/iImage.jpeg,-20%,https://tazz.ro/cluj-napoca/casa-goia/11103/restaurant
324,Taco Bell Iulius Cluj,https://tazzcdn.akamaized.net/uploads/cover/Cover_1_1.png,,https://tazz.ro/cluj-napoca/taco-bell-iulius-cluj/1783/restaurant
325,Rawana,https://tazzcdn.akamaized.net/uploads/cover/FundalPrimavara.jpg,,https://tazz.ro/cluj-napoca/rawana/1477/restaurant
326,Casa Dacilor Fortuna,https://tazzcdn.akamaized.net/uploads/cover/restaurantul-hanul-dacilor-cluj-napoca_large.jpg,Bunătăți,https://tazz.ro/cluj-napoca/casa-dacilor-fortuna/3158/restaurant
327,Urban Monkey - Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/Urban_Monkey_Cover12_1.jpeg,,https://tazz.ro/cluj-napoca/urban-monkey-cluj-napoca/8314/restaurant
328,Croque Art,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_89.jpg,-20%,https://tazz.ro/cluj-napoca/croque-art/14729/restaurant
329,Papanash,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2023-05-02_at_12.23.31.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/papanash/17403/restaurant
330,Apetit Catering,https://tazzcdn.akamaized.net/uploads/cover/cover_nou_1.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/apetit-catering/1215/restaurant
331,Moritz Eis Eroilor,https://tazzcdn.akamaized.net/uploads/cover/moritzEisEisBaby_1.jpg,,https://tazz.ro/cluj-napoca/moritz-eis-eroilor/4062/restaurant
332,La Parmigiana,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover.NEF.jpg,1+1,https://tazz.ro/cluj-napoca/la-parmigiana/9201/restaurant
333,Pizzeria Prova Floresti,https://tazzcdn.akamaized.net/uploads/cover/Pizza_Capriciosa.jpg,,https://tazz.ro/cluj-napoca/pizzeria-prova-floresti/9549/restaurant
334,Rochelle Restaurant & Pub,https://tazzcdn.akamaized.net/uploads/cover/coperta2.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/rochelle-restaurant-pub/9609/restaurant
335,The Empanadas Factory,https://tazzcdn.akamaized.net/uploads/cover/IMG-20230516-WA0014.jpg,-30%,https://tazz.ro/cluj-napoca/the-empanadas-factory/1360/restaurant
336,Bunt Bistro,https://tazzcdn.akamaized.net/uploads/cover/Cover_Bunt02.jpg,,https://tazz.ro/cluj-napoca/bunt-bistro/11145/restaurant
337,Langos & Kebab,https://tazzcdn.akamaized.net/uploads/cover/96d9bbb4c70a136d48574a25bc39ba48.jpg,-20%,https://tazz.ro/cluj-napoca/langos-kebab/12482/restaurant
338,The Cheesecake House Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/Rainbow_Cheesecake_1.jpg,,https://tazz.ro/cluj-napoca/the-cheesecake-house-cluj-napoca/17521/restaurant
339,SoupeR,https://tazzcdn.akamaized.net/uploads/cover/196230886_l_normal_none.jpg,-20%,https://tazz.ro/cluj-napoca/souper/1226/restaurant
340,Mon Gourmet Cluj,https://tazzcdn.akamaized.net/uploads/cover/mongourmet_cover.png,,https://tazz.ro/cluj-napoca/mon-gourmet-cluj/16647/restaurant
341,Cimbru,https://tazzcdn.akamaized.net/uploads/cover/Cimbru-Delivery-by-DA-studio-58-scaled.jpg,,https://tazz.ro/cluj-napoca/cimbru/1423/restaurant
342,Nobori,https://tazzcdn.akamaized.net/uploads/cover/TBfoto_Nobori_MARI-531-scaled-1.jpg,,https://tazz.ro/cluj-napoca/nobori/2109/restaurant
343,Buzz Food Spot Flora,https://tazzcdn.akamaized.net/uploads/cover/buzzfoodpo2.jpg,-20%,https://tazz.ro/cluj-napoca/buzz-food-spot-flora/4301/restaurant
344,Fornetti Manastur,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2021-01-05_at_14.11.43.jpeg,,https://tazz.ro/cluj-napoca/fornetti-manastur/4977/restaurant
345,Cooperativa FRUFRU - Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/cooperativa_frufru_cover_photo.png,,https://tazz.ro/cluj-napoca/cooperativa-frufru-cluj-napoca/7323/restaurant
346,Sapore Cluj,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_59.jpg,,https://tazz.ro/cluj-napoca/sapore-cluj/8801/restaurant
347,Nutriento,https://tazzcdn.akamaized.net/uploads/cover/nutriento-food-delivery-apps-cover0.5x.png,-30%,https://tazz.ro/cluj-napoca/nutriento/1260/restaurant
348,Tavernetta,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_55.jpg,-40%,https://tazz.ro/cluj-napoca/tavernetta/8419/restaurant
349,Healthy and Tasty by Laura,https://tazzcdn.akamaized.net/uploads/cover/9u9a3458.jpg,,https://tazz.ro/cluj-napoca/healthy-and-tasty-by-laura/10760/restaurant
350,A La Tarte,https://tazzcdn.akamaized.net/uploads/cover/Cover_A_la_Tartee.jpg,,https://tazz.ro/cluj-napoca/a-la-tarte/2991/restaurant
351,Uzina De Mici,https://tazzcdn.akamaized.net/uploads/cover/Cover_uzina.jpeg,,https://tazz.ro/cluj-napoca/uzina-de-mici/4622/restaurant
352,Damas,https://tazzcdn.akamaized.net/uploads/cover/falafel-g619a3a894_1920.jpg,,https://tazz.ro/cluj-napoca/damas/13300/restaurant
353,Berrymania,https://tazzcdn.akamaized.net/uploads/cover/poza_cover_7.jpg,-30%,https://tazz.ro/cluj-napoca/berrymania/14492/restaurant
354,Restaurant Shenyang,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_51.jpg,,https://tazz.ro/cluj-napoca/restaurant-shenyang/7032/restaurant
355,Pablo`s Colombia Coffee,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_84.jpg,,https://tazz.ro/cluj-napoca/pablo-s-colombia-coffee/9477/restaurant
356,Casa Tarancutei,https://tazzcdn.akamaized.net/uploads/cover/Fotografie_grup_coperta_platforma20.jpg,,https://tazz.ro/cluj-napoca/casa-tarancutei/4751/restaurant
357,Figo`s Pizza,https://tazzcdn.akamaized.net/uploads/cover/cover_figos.jpg,,https://tazz.ro/cluj-napoca/figo-s-pizza/7059/restaurant
358,L`Eclair Magique,https://tazzcdn.akamaized.net/uploads/cover/cover_eclaire.jpg,,https://tazz.ro/cluj-napoca/l-eclair-magique/12600/restaurant
359,Joben @ Home,https://tazzcdn.akamaized.net/uploads/cover/Cover_Joben.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/joben-home/17783/restaurant
360,La Casa Delivery Liberty,https://tazzcdn.akamaized.net/uploads/cover/ceafa_porc_20210227_D4D_0309.jpg,-20%,https://tazz.ro/cluj-napoca/la-casa-delivery-liberty/9478/restaurant
361,Cameleon Coffee Shop,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_45.jpg,,https://tazz.ro/cluj-napoca/cameleon-coffee-shop/12656/restaurant
362,El-Melek Food,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2022-08-10_at_16.28.12_4.jpeg,,https://tazz.ro/cluj-napoca/el-melek-food/14565/restaurant
363,Raio Pizza,https://tazzcdn.akamaized.net/uploads/cover/Cover_Tazz_1920x1080.jpeg,-20%,https://tazz.ro/cluj-napoca/raio-pizza/1234/restaurant
364,Pizza Yola,https://tazzcdn.akamaized.net/uploads/cover/2ee2a924-83ac-4788-86d5-35f942849ef9.jpg,,https://tazz.ro/cluj-napoca/pizza-yola/3179/restaurant
365,Roll & Roll Kurtos,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2020-12-21_at_23.08.37.jpeg,,https://tazz.ro/cluj-napoca/roll-roll-kurtos/4887/restaurant
366,The Kitchen,https://tazzcdn.akamaized.net/uploads/cover/The_kitchen_new_cover.jpg,-15%,https://tazz.ro/cluj-napoca/the-kitchen/19499/restaurant
367,Piadina Sigma,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_29.jpg,,https://tazz.ro/cluj-napoca/piadina-sigma/1100/restaurant
368,Jabbar Kebab House,https://tazzcdn.akamaized.net/uploads/cover/Kebab_de_Pui.jpg,,https://tazz.ro/cluj-napoca/jabbar-kebab-house/1119/restaurant
369,Blidu` cu gust,https://tazzcdn.akamaized.net/uploads/cover/5574d069-5ce5-48ac-8c74-bc72bf39e3af.jpeg,,https://tazz.ro/cluj-napoca/blidu-cu-gust/1810/restaurant
370,Cofetaria Atelier Dulce Amarui,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_42.jpg,Bunătăți,https://tazz.ro/cluj-napoca/cofetaria-atelier-dulce-amarui/4392/restaurant
371,Restaurant Agape,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_1.jpg,,https://tazz.ro/cluj-napoca/restaurant-agape/4609/restaurant
372,Restaurant Family Republicii,https://tazzcdn.akamaized.net/uploads/cover/1220-7086.jpg,,https://tazz.ro/cluj-napoca/restaurant-family-republicii/10155/restaurant
373,Shanghai Express Iris,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_3_2_2.jpg,,https://tazz.ro/cluj-napoca/shanghai-express-iris/11321/restaurant
374,I`SOLA DEI SAPORI,https://tazzcdn.akamaized.net/uploads/cover/U2NyZWVuc2hvdF8yMDIzMDQwNS0xODA1MTUtNTgz1.jpg,-15% TOT meniul,https://tazz.ro/cluj-napoca/i-sola-dei-sapori/16869/restaurant
375,HERA,https://tazzcdn.akamaized.net/uploads/cover/cover_hera.jpg,,https://tazz.ro/cluj-napoca/hera/6570/restaurant
376,Claro,https://tazzcdn.akamaized.net/uploads/cover/cover_claro.jpg,,https://tazz.ro/cluj-napoca/claro/7037/restaurant
377,Paprika Iulius Mall,https://tazzcdn.akamaized.net/uploads/cover/paprika-cover-.jpg,,https://tazz.ro/cluj-napoca/paprika-iulius-mall/11070/restaurant
378,Noodle Pack Breakfast,https://tazzcdn.akamaized.net/uploads/cover/cover_Noodle_Pack_Breakfast.jpg,,https://tazz.ro/cluj-napoca/noodle-pack-breakfast/15502/restaurant
379,Dashi Ramen & Teriyaki,https://tazzcdn.akamaized.net/uploads/cover/WhatsApp_Image_2020-06-12_at_12.40.41.jpeg,-20% TOT meniul,https://tazz.ro/cluj-napoca/dashi-ramen-teriyaki/2960/restaurant
380,Pauza Mica by Selgros Cluj,https://tazzcdn.akamaized.net/uploads/cover/Pauza_mica_2.jpeg,,https://tazz.ro/cluj-napoca/pauza-mica-by-selgros-cluj/3761/restaurant
381,Jerry`s Pizza Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/JP_Tazz_Cover_1920x1080_2.png,,https://tazz.ro/cluj-napoca/jerry-s-pizza-cluj-napoca/15906/restaurant
382,Vagabundos Food Truck,https://tazzcdn.akamaized.net/uploads/cover/74217304_2710455302346193_5990639759058272256_o.jpg,-20%,https://tazz.ro/cluj-napoca/vagabundos-food-truck/4100/restaurant
383,Pizzerie - Delivery Marco Polo,https://tazzcdn.akamaized.net/uploads/cover/cover12Pizzerie_-_Delivery_Marco_Polo.jpg,-40%,https://tazz.ro/cluj-napoca/pizzerie-delivery-marco-polo/4117/restaurant
384,Jay Bubble Tea Vivo Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/POZA_ANTET__1.jpg,,https://tazz.ro/cluj-napoca/jay-bubble-tea-vivo-cluj-napoca/4398/restaurant
385,California Burger,https://tazzcdn.akamaized.net/uploads/cover/poza_cover_restaurant_1920x1080.jpeg,,https://tazz.ro/cluj-napoca/california-burger/8558/restaurant
386,Restaurant Chic,https://tazzcdn.akamaized.net/uploads/cover/Chic_cover1.jpg,,https://tazz.ro/cluj-napoca/restaurant-chic/9504/restaurant
387,Atelier Dulce Amarui,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_42_1.jpg,Bunătăți,https://tazz.ro/cluj-napoca/atelier-dulce-amarui/15221/restaurant
388,Noglu - gluten free,https://tazzcdn.akamaized.net/uploads/cover/vover.jpg,,https://tazz.ro/cluj-napoca/noglu-gluten-free/7389/restaurant
389,Caffeine Coffee To Go,https://tazzcdn.akamaized.net/uploads/cover/cover_16_2.jpg,,https://tazz.ro/cluj-napoca/caffeine-coffee-to-go/10697/restaurant
390,Austrian Taste Centru,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_-_Copy_2.jpg,,https://tazz.ro/cluj-napoca/austrian-taste-centru/4403/restaurant
391,Strit fud by Petry Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/Hamburger01.jpg,-20%,https://tazz.ro/cluj-napoca/strit-fud-by-petry-cluj-napoca/10712/restaurant
392,Jabbar Kebab & More,https://tazzcdn.akamaized.net/uploads/cover/Hummus_cu_Pui.jpg,-30%,https://tazz.ro/cluj-napoca/jabbar-kebab-more/1386/restaurant
393,Cool Burger,https://tazzcdn.akamaized.net/uploads/cover/black_hot_meniu_1600x1200.jpg,,https://tazz.ro/cluj-napoca/cool-burger/5510/restaurant
394,Wok` n Roll Floresti,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_150.jpg,-30%,https://tazz.ro/cluj-napoca/wok-n-roll-floresti/16581/restaurant
395,Wok` n Roll,https://tazzcdn.akamaized.net/uploads/cover/IMG_2414.jpg,-30%,https://tazz.ro/cluj-napoca/wok-n-roll/1155/restaurant
396,Shanghai Express Memo,https://tazzcdn.akamaized.net/uploads/cover/shanghai-express-web-51.jpg,,https://tazz.ro/cluj-napoca/shanghai-express-memo/2096/restaurant
397,Stradale Cluj,https://tazzcdn.akamaized.net/uploads/cover/meniu_sss.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/stradale-cluj/3404/restaurant
398,Darius Pizza,https://tazzcdn.akamaized.net/uploads/cover/121070932_1567180860139543_5232858336746683648_o.jpg,,https://tazz.ro/cluj-napoca/darius-pizza/4393/restaurant
399,Toha,https://tazzcdn.akamaized.net/uploads/cover/crispy.jpg,,https://tazz.ro/cluj-napoca/toha/1294/restaurant
400,Shanghai Iulius Mall,https://tazzcdn.akamaized.net/uploads/cover/ALL_the_Good_Stuff.jpg,,https://tazz.ro/cluj-napoca/shanghai-iulius-mall/1364/restaurant
401,Casa Maramureseana,https://tazzcdn.akamaized.net/uploads/cover/casa-maramureseana-8307-big.jpg,,https://tazz.ro/cluj-napoca/casa-maramureseana/1797/restaurant
402,Casa Piratilor,https://tazzcdn.akamaized.net/uploads/cover/130828136_1431098190418812_2918990607653481972_n.jpg,,https://tazz.ro/cluj-napoca/casa-piratilor/4819/restaurant
403,Salad Box Sigma,https://tazzcdn.akamaized.net/uploads/cover/Athena.jpg,,https://tazz.ro/cluj-napoca/salad-box-sigma/3069/restaurant
404,Shanghai Express Cora,https://tazzcdn.akamaized.net/uploads/cover/cora.jpeg,,https://tazz.ro/cluj-napoca/shanghai-express-cora/8530/restaurant
405,Viva la food,https://tazzcdn.akamaized.net/uploads/cover/viva-la-food.jpg,,https://tazz.ro/cluj-napoca/viva-la-food/8571/restaurant
406,Varzarie,https://tazzcdn.akamaized.net/uploads/cover/borsch-g67e6a69ac_1920.jpg,Bunătăți,https://tazz.ro/cluj-napoca/varzarie/10628/restaurant
407,Fresh and Yummy,https://tazzcdn.akamaized.net/uploads/cover/bol-cu-somon-teriaky.jpg,,https://tazz.ro/cluj-napoca/fresh-and-yummy/10864/restaurant
408,Mad Grill,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_1_2_1920x1080.jpg,Bunătăți,https://tazz.ro/cluj-napoca/mad-grill/11301/restaurant
409,Restaurant Arena,https://tazzcdn.akamaized.net/uploads/cover/cover-restaurant-arena.jpg,,https://tazz.ro/cluj-napoca/restaurant-arena/10805/restaurant
410,Beluga,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_33.jpg,,https://tazz.ro/cluj-napoca/beluga/3588/restaurant
411,Il Caffe Dell`Angolo,https://tazzcdn.akamaized.net/uploads/cover/197932721_l_normal_none2.jpg,,https://tazz.ro/cluj-napoca/il-caffe-dell-angolo/4705/restaurant
412,Meniul zilei by Papa Land Central,https://tazzcdn.akamaized.net/uploads/cover/meniul-zilei.jpeg,-20%,https://tazz.ro/cluj-napoca/meniul-zilei-by-papa-land-central/9790/restaurant
413,Doua Boabe Baciu,https://tazzcdn.akamaized.net/uploads/cover/Cover_Boabe1_1.jpg,,https://tazz.ro/cluj-napoca/doua-boabe-baciu/13290/restaurant
414,TCI Social Club,https://tazzcdn.akamaized.net/uploads/cover/HNCK2097-2210x1473.jpg,,https://tazz.ro/cluj-napoca/tci-social-club/1074/restaurant
415,Cofetaria Arta - Atelier de dulce,https://tazzcdn.akamaized.net/uploads/cover/mousse-zmeura-vanilie-pahar-00-cofetaria-arta-deva-dulciuri-prajituri-900x900.jpg,Bunătăți,https://tazz.ro/cluj-napoca/cofetaria-arta-atelier-de-dulce/6170/restaurant
416,Hanul din Ardeal Central,https://tazzcdn.akamaized.net/uploads/cover/coverhan.jpg,-20%,https://tazz.ro/cluj-napoca/hanul-din-ardeal-central/10900/restaurant
417,Paprika Kaufland Campului,https://tazzcdn.akamaized.net/uploads/cover/paprika-cover-_1.jpg,,https://tazz.ro/cluj-napoca/paprika-kaufland-campului/11073/restaurant
418,Restaurant Transilvania,https://tazzcdn.akamaized.net/uploads/cover/italian-paste-3.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/restaurant-transilvania/4693/restaurant
419,Bistro 22,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_43.jpg,-20%,https://tazz.ro/cluj-napoca/bistro-22/3541/restaurant
420,Bistro Engels Croco,https://tazzcdn.akamaized.net/uploads/cover/13._Sandwiches_-_Croque_Mod.jpg,,https://tazz.ro/cluj-napoca/bistro-engels-croco/4185/restaurant
421,DOT - Brunch House,https://tazzcdn.akamaized.net/uploads/cover/DOT_New_cover.jpg,-25% TOT meniul,https://tazz.ro/cluj-napoca/dot-brunch-house/9867/restaurant
422,Los Toreros,https://tazzcdn.akamaized.net/uploads/cover/Steak_de_vita_angus_la_grill_cu_ceapa_caramelizata.jpg,,https://tazz.ro/cluj-napoca/los-toreros/1578/restaurant
423,La Casa Delivery,https://tazzcdn.akamaized.net/uploads/cover/camembert_black_angus_burger_01.jpg,,https://tazz.ro/cluj-napoca/la-casa-delivery/2646/restaurant
424,Hugs & Mugs,https://tazzcdn.akamaized.net/uploads/cover/105A3615.jpg,-20%,https://tazz.ro/cluj-napoca/hugs-mugs/17741/restaurant
425,Pokka Express,https://tazzcdn.akamaized.net/uploads/cover/0_-_Cover_61.jpg,-30%,https://tazz.ro/cluj-napoca/pokka-express/8930/restaurant
426,TrioX Catering,https://tazzcdn.akamaized.net/uploads/cover/28379248_1578678718833831_1379301451342036582_n.jpg,,https://tazz.ro/cluj-napoca/triox-catering/3731/restaurant
427,Vila Europa,https://tazzcdn.akamaized.net/uploads/cover/poza_de_fundal_restaurant_europa.jpg,,https://tazz.ro/cluj-napoca/vila-europa/7477/restaurant
428,Döner & Shawarma by Sultan,https://tazzcdn.akamaized.net/uploads/cover/a_theFRANCISC_photo-92.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/d-ner-shawarma-by-sultan/16296/restaurant
429,Sultan by Night,https://tazzcdn.akamaized.net/uploads/cover/Mega_Shawarma__de_pui_la_Farfurie_1.jpg,-20% TOT meniul,https://tazz.ro/cluj-napoca/sultan-by-night/19630/restaurant
430,Fornetti Napoca,https://tazzcdn.akamaized.net/uploads/cover/fornetti_cover.jpg,,https://tazz.ro/cluj-napoca/fornetti-napoca/15956/restaurant
431,New Croco Pizzerie Delivery,https://tazzcdn.akamaized.net/uploads/cover/IMG_3324-1903x950_1.jpg,,https://tazz.ro/cluj-napoca/new-croco-pizzerie-delivery/16140/restaurant
432,Opulent,https://tazzcdn.akamaized.net/uploads/cover/OPULEN_1.jpeg,-30% TOT meniul,https://tazz.ro/cluj-napoca/opulent/19940/restaurant
433,Pizza 4 you,https://tazzcdn.akamaized.net/uploads/cover/cover_595.jpg,1+1,https://tazz.ro/cluj-napoca/pizza-4-you/18082/restaurant
434,Sweets by Findi,https://tazzcdn.akamaized.net/uploads/cover/FranciscPhotographer-167.2jpg.jpg,,https://tazz.ro/cluj-napoca/sweets-by-findi/11033/restaurant
435,BOOST By Turbo Cafe,https://tazzcdn.akamaized.net/uploads/cover/cover_175.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/boost-by-turbo-cafe/11859/restaurant
436,Cofetaria La Creme Cluj,https://tazzcdn.akamaized.net/uploads/cover/la_creme.jpg,-30%,https://tazz.ro/cluj-napoca/cofetaria-la-creme-cluj/14707/restaurant
437,Mike`s Pizzeria & Bistro,https://tazzcdn.akamaized.net/uploads/cover/Pizza_Tirolese345.jpg,,https://tazz.ro/cluj-napoca/mike-s-pizzeria-bistro/14834/restaurant
438,Hugo Cluj-Napoca,https://tazzcdn.akamaized.net/uploads/cover/89347204_1322554137928403_7204610280997781504_o_1.jpg,Bunătăți,https://tazz.ro/cluj-napoca/hugo-cluj-napoca/15071/restaurant
439,Prime Hookah,https://tazzcdn.akamaized.net/uploads/cover/Cover_hookah.jpg,,https://tazz.ro/cluj-napoca/prime-hookah/15198/restaurant
440,Mitzu,https://tazzcdn.akamaized.net/uploads/cover/8.02_Mitzu_cover-1920x1080px_colaj_1.jpg,Doar pe Tazz,https://tazz.ro/cluj-napoca/mitzu/16042/restaurant
441,Yads - Crazy Food,https://tazzcdn.akamaized.net/uploads/cover/cover_ROOTS.jpg,,https://tazz.ro/cluj-napoca/yads-crazy-food/17520/restaurant
442,Fit & Healthy by London Brothers,https://tazzcdn.akamaized.net/uploads/cover/tuna.jpg,-30%,https://tazz.ro/cluj-napoca/fit-healthy-by-london-brothers/17659/restaurant
443,COFFEE BREAK,https://tazzcdn.akamaized.net/uploads/cover/CoffeeBreakCulture.jpg,,https://tazz.ro/cluj-napoca/coffee-break/18602/restaurant
444,My Place Bistro,https://tazzcdn.akamaized.net/uploads/cover/295429-Cheesy-Beef-Burger-and-Cajun-Wedges-1589276236-rectangular_image_1280x720.jpg,,https://tazz.ro/cluj-napoca/my-place-bistro/18645/restaurant
445,Pizza Scandalos,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_20_4.jpg,,https://tazz.ro/cluj-napoca/pizza-scandalos/19330/restaurant
446,Un Dulce de la Vlad Muresan,https://tazzcdn.akamaized.net/uploads/cover/Tort_Pavlova_cu_crema_de_mascarpone_si_fructe_proaspete_1_1.jpg,Bunătăți,https://tazz.ro/cluj-napoca/un-dulce-de-la-vlad-muresan/19514/restaurant
447,Xtian Kitchen,https://tazzcdn.akamaized.net/uploads/cover/1233x740_cover_39524ca808aa4c828292d378ce6adc29.webp,,https://tazz.ro/cluj-napoca/xtian-kitchen/19920/restaurant
448,Djamon Foodtruck,https://tazzcdn.akamaized.net/uploads/cover/X_218_1.jpg,,https://tazz.ro/cluj-napoca/djamon-foodtruck/19938/restaurant
449,Gelu Covrigelu,https://tazzcdn.akamaized.net/uploads/cover/poza_profil_7.jpg,,https://tazz.ro/cluj-napoca/gelu-covrigelu/19949/restaurant
450,CHEF 13,https://tazzcdn.akamaized.net/uploads/cover/cover_chef_13.jpg,,https://tazz.ro/cluj-napoca/chef-13/20629/restaurant
451,Bakeron Cluj Napoca,https://tazzcdn.akamaized.net/uploads/cover/renditionDownload_29_1.png,,https://tazz.ro/cluj-napoca/bakeron-cluj-napoca/20645/restaurant
452,Fit & Healthy Delivery by London Brothers,https://tazzcdn.akamaized.net/uploads/cover/tuna_2.jpg,-30%,https://tazz.ro/cluj-napoca/fit-healthy-delivery-by-london-brothers/20699/restaurant
